ING; №   Накл.;Дата продажи; №  п/п;Артикул+Название;Кол-во;Фирма;Витр;Work;Метка;Учет;Ost_Old;Ost_New;Baza_Old;;;Baza_new;;
4061;15836;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4861;15836;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4062;15836;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4178;15836;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4873;15837;04.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2828;15837;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2374;15837;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4204;15837;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4205;15837;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4939;15837;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
3026;15837;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1693;15838;04.02.2019;;;2;D+Z;;;бн;;;;;;;;;
1694;15838;04.02.2019;;;3;D+Z;;;бн;;;;;;;;;
2398;15838;04.02.2019;;;3;D+Z;;;бн;;;;;;;;;
2408;15838;04.02.2019;;;3;D+Z;;;бн;;;;;;;;;
4197;15838;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4199;15838;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2643;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2304;15839;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
1289;15839;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1246;15839;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
2271;15839;04.02.2019;;;40;D+Z;;;бн;;;;;;;;;
1170;15839;04.02.2019;;;40;D+Z;;;бн;;;;;;;;;
1270;15839;04.02.2019;;;25;D+Z;;;бн;;;;;;;;;
1002;15839;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1003;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1004;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1695;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2398;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1696;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2416;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4204;15839;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
3061;15839;04.02.2019;;;3;D+Z;;;бн;;;;;;;;;
2139;15839;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
96;15839;04.02.2019;;;2;D+Z;;;бн;;;;;;;;;
1630;15839;04.02.2019;;;2;D+Z;;;бн;;;;;;;;;
1232;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1163;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
816;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
817;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4905;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1752;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2131;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4936;15840;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1145;15841;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1155;15841;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1121;15841;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1500;15841;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4939;15842;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2500;15843;04.02.2019;;;40;D+Z;;;бн;;;;;;;;;
1244;15843;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
1366;15843;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
1375;15843;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
1406;15843;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
1120;15843;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
1082;15843;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
5158;15843;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
5160;15843;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2118;15844;04.02.2019;;;45;D+Z;;;бн;;;;;;;;;
1263;15844;04.02.2019;;;165;D+Z;;;бн;;;;;;;;;
1156;15844;04.02.2019;;;165;D+Z;;;бн;;;;;;;;;
1167;15844;04.02.2019;;;165;D+Z;;;бн;;;;;;;;;
1379;15844;04.02.2019;;;165;D+Z;;;бн;;;;;;;;;
1083;15844;04.02.2019;;;165;D+Z;;;бн;;;;;;;;;
1710;15844;04.02.2019;;;500;D+Z;;;бн;;;;;;;;;
617;15845;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1850;15847;04.02.2019;;;2;D+Z;;;бн;;;;;;;;;
1111;15848;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1121;15848;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2235;15848;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1701;15848;04.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2439;15848;04.02.2019;;;1;D+Z;;;бн;;;;;;;;;
1506;15848;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1850;15849;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1223;15850;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1406;15850;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
952;15851;04.02.2019;;;50;D+Z;;;бн;;;;;;;;;
956;15851;04.02.2019;;;225;D+Z;;;бн;;;;;;;;;
958;15851;04.02.2019;;;140;D+Z;;;бн;;;;;;;;;
1460;15851;04.02.2019;;;325;D+Z;;;бн;;;;;;;;;
1002;15851;04.02.2019;;;55;D+Z;;;бн;;;;;;;;;
1003;15851;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
2113;15851;04.02.2019;;;12;D+Z;;;бн;;;;;;;;;
2604;15851;04.02.2019;;;8;D+Z;;;бн;;;;;;;;;
2129;15851;04.02.2019;;;3;D+Z;;;бн;;;;;;;;;
1719;15851;04.02.2019;;;35;D+Z;;;бн;;;;;;;;;
1733;15851;04.02.2019;;;40;D+Z;;;бн;;;;;;;;;
1639;15852;04.02.2019;;;2;D+Z;;;бн;;;;;;;;;
953;15854;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1126;15854;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1311;15854;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2524;15854;04.02.2019;;;3;D+Z;;;бн;;;;;;;;;
1454;15854;04.02.2019;;;3;D+Z;;;бн;;;;;;;;;
4228;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
3028;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2801;15855;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2802;15855;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2991;15855;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2803;15855;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2553;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2554;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2555;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2558;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2807;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2808;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2428;15855;04.02.2019;;;4;D+Z;;;бн;;;;;;;;;
1717;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2832;15855;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1751;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1733;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4941;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4197;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4199;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4201;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4202;15855;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4225;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4067;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4054;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
3099;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4046;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4145;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4056;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4125;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4084;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4823;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4180;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4182;15856;04.02.2019;;;50;D+Z;;;бн;;;;;;;;;
4001;15856;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4002;15856;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4030;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4003;15856;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4090;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4146;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4129;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4130;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4147;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4006;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4098;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4099;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4100;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4107;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4108;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4856;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4031;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4007;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4154;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4155;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4139;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4035;15856;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4050;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4218;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4219;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4057;15856;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4032;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4033;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4034;15856;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4071;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4058;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4036;15856;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4080;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4072;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4115;15856;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4037;15856;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4116;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4220;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4051;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4052;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4081;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4157;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4143;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4118;15856;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4852;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4073;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4825;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4010;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4861;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4062;15856;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4009;15856;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4857;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4040;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4014;15856;04.02.2019;;;40;D+Z;;;бн;;;;;;;;;
4216;15856;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4045;15856;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4121;15856;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4122;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4123;15856;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4209;15856;04.02.2019;;;250;D+Z;;;бн;;;;;;;;;
4830;15856;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4181;15857;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4177;15857;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4183;15859;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4002;15859;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4057;15859;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4060;15859;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4062;15859;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4216;15859;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4121;15859;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4225;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
3099;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4024;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4006;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4116;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4051;15860;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4143;15860;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4144;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4060;15860;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4118;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4117;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4062;15860;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4216;15860;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4121;15860;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1897;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1455;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1679;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1680;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1681;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1682;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
1683;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
2553;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2554;15861;04.02.2019;;;15;D+Z;;;бн;;;;;;;;;
2555;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
2556;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
2557;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4182;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4184;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4835;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4001;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4002;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4822;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4833;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4026;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4029;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4030;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4090;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4093;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4004;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4091;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4099;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4102;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4854;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4855;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4853;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4107;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4048;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4049;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4856;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4050;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4218;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4219;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4032;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4034;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4071;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4036;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4220;15861;04.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4082;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4061;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4825;15861;04.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4010;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4062;15861;04.02.2019;;;60;D+Z;;;бн;;;;;;;;;
4009;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4222;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4066;15861;04.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4045;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4122;15861;04.02.2019;;;5;D+Z;;;бн;;;;;;;;;
525;15876;05.02.2019;;;3;D+Z;;;бн;;;;;;;;;
592;15876;05.02.2019;;;1;D+Z;;;бн;;;;;;;;;
4361;15876;05.02.2019;;;3;D+Z;;;бн;;;;;;;;;
4528;15876;05.02.2019;;;1;D+Z;;;бн;;;;;;;;;
4570;15876;05.02.2019;;;1;D+Z;;;бн;;;;;;;;;
4572;15876;05.02.2019;;;1;D+Z;;;бн;;;;;;;;;
1506;15876;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1638;15876;05.02.2019;;;2;D+Z;;;бн;;;;;;;;;
4216;15882;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4122;15882;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4209;15882;05.02.2019;;;30;D+Z;;;бн;;;;;;;;;
1639;15882;05.02.2019;;;3;D+Z;;;бн;;;;;;;;;
1824;15882;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1835;15882;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1832;15882;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4055;15897;05.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4021;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4124;15897;05.02.2019;;;40;D+Z;;;бн;;;;;;;;;
4125;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4211;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4833;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4843;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4845;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4814;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4850;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4104;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4099;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4100;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4101;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4102;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4150;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4136;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4108;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4110;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4140;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4218;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4156;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4057;15897;05.02.2019;;;50;D+Z;;;бн;;;;;;;;;
4141;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4032;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4033;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4113;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4114;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4080;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4821;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4037;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4143;15897;05.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4144;15897;05.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4118;15897;05.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4214;15897;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4862;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4160;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4065;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4857;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4045;15897;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4209;15897;05.02.2019;;;200;D+Z;;;бн;;;;;;;;;
2553;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2556;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1753;15898;05.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2433;15898;05.02.2019;;;2;D+Z;;;бн;;;;;;;;;
4866;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4865;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4864;15898;05.02.2019;;;4;D+Z;;;бн;;;;;;;;;
2392;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2583;15898;05.02.2019;;;2;D+Z;;;бн;;;;;;;;;
1759;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4860;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4181;15898;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4182;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4835;15898;05.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4089;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4846;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4105;15898;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4031;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4057;15898;05.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4141;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4053;15898;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4224;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4863;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4083;15898;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
617;15904;06.02.2019;;;1;D+Z;;;бн;;;;;;;;;
624;15904;06.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2094;15904;06.02.2019;;;4;D+Z;;;бн;;;;;;;;;
599;15904;06.02.2019;;;1;D+Z;;;бн;;;;;;;;;
1972;15904;06.02.2019;;;1;D+Z;;;бн;;;;;;;;;
1982;15904;06.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2620;15904;06.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2167;15904;06.02.2019;;;1;D+Z;;;бн;;;;;;;;;
4225;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4020;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4021;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4046;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4084;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4823;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;15904;06.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4181;15904;06.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4182;15904;06.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4183;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4184;15904;06.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4002;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4024;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4028;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4027;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4843;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4844;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4845;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4087;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4089;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4093;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4849;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4850;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4851;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4097;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4837;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4839;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4104;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4101;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4047;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4078;15904;06.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4108;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4110;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4035;15904;06.02.2019;;;5;D+Z;;;бн;;;;;;;;;
