ING; №   Накл.;Дата продажи; №  п/п;Артикул+Название;Кол-во;Фирма;Витр;Work;Метка;Учет;Ost_Old;Ost_New;Baza_Old;;;Baza_new;;
2433;16173;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
4864;16173;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
336;16173;28.02.2019;;;20;D+Z;;;бн;;;;;;;;;
1716;16173;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2428;16174;28.02.2019;;;11;D+Z;;;бн;;;;;;;;;
367;16174;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1734;16174;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4827;16175;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
614;16176;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2776;16176;28.02.2019;;;2;D+Z;;;бн;;;;;;;;;
2048;16176;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
1980;16176;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
4927;16176;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
4928;16176;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
187;16176;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
4932;16176;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
4933;16176;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
2166;16176;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2043;16176;28.02.2019;;;2;D+Z;;;бн;;;;;;;;;
2280;16177;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2529;16178;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2530;16179;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
1844;16179;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
420;16179;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
503;16179;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2173;16180;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1243;16180;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1244;16180;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2490;16180;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4168;16180;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
599;16181;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
3064;16181;28.02.2019;;;2;D+Z;;;бн;;;;;;;;;
1675;16182;28.02.2019;;;4;D+Z;;;бн;;;;;;;;;
1676;16182;28.02.2019;;;4;D+Z;;;бн;;;;;;;;;
1676;16183;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
2798;16184;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1460;16185;28.02.2019;;;20;D+Z;;;бн;;;;;;;;;
1459;16186;28.02.2019;;;250;D+Z;;;бн;;;;;;;;;
1460;16186;28.02.2019;;;240;D+Z;;;бн;;;;;;;;;
2213;16186;28.02.2019;;;185;D+Z;;;бн;;;;;;;;;
975;16186;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1258;16186;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
548;16186;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2222;16186;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
614;16186;28.02.2019;;;2;D+Z;;;бн;;;;;;;;;
616;16186;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2404;16186;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
2635;16186;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2380;16187;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2382;16187;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
3016;16187;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2573;16188;28.02.2019;;;20;D+Z;;;бн;;;;;;;;;
1861;16188;28.02.2019;;;20;D+Z;;;бн;;;;;;;;;
1755;16189;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2971;16189;28.02.2019;;;3;D+Z;;;бн;;;;;;;;;
4298;16190;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
957;16191;28.02.2019;;;15;D+Z;;;бн;;;;;;;;;
1056;16191;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1126;16191;28.02.2019;;;20;D+Z;;;бн;;;;;;;;;
1241;16191;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1716;16191;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
3024;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4205;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4182;16192;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4183;16192;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4184;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4001;16114;26.02.2019;;;50;D+Z;;;бн;;;;;;;;;
4002;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4024;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4223;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4053;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4082;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4055;16193;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4182;16193;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4134;16193;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4060;16193;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4823;16194;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4171;16194;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1682;16195;28.02.2019;;;15;D+Z;;;бн;;;;;;;;;
2556;16195;28.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4823;16195;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4052;16195;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2393;16198;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2839;16198;01.03.2019;;;4;D+Z;;;бн;;;;;;;;;
1835;16200;28.02.2019;;;2;D+Z;;;бн;;;;;;;;;
1507;16201;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
3092;16201;28.02.2019;;;35;D+Z;;;бн;;;;;;;;;
1835;16201;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1680;16202;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2796;16202;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2797;16202;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4142;16202;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
616;16203;28.02.2019;;;4;D+Z;;;бн;;;;;;;;;
4360;16203;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1980;16203;28.02.2019;;;2;D+Z;;;бн;;;;;;;;;
2168;16203;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
2135;16203;28.02.2019;;;1;D+Z;;;бн;;;;;;;;;
1639;16203;28.02.2019;;;8;D+Z;;;бн;;;;;;;;;
4863;16204;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4142;16205;28.02.2019;;;10;D+Z;;;бн;;;;;;;;;
2798;16206;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4142;16207;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1241;16208;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2195;16209;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1440;16209;01.03.2019;;;2;D+Z;;;бн;;;;;;;;;
1462;16209;01.03.2019;;;1;D+Z;;;бн;;;;;;;;;
2796;16209;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2797;16209;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4225;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4859;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4054;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4055;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
3099;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4046;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4842;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4069;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4183;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4185;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4835;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4186;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4002;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4822;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4087;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4088;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4104;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4105;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4102;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4103;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4048;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4049;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4050;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4218;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4070;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4141;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4033;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4034;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4071;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4060;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4061;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4861;15894/190;05.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4062;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4830;15894/190;05.02.2019;;;5;D+Z;;;бн;;;;;;;;;
3099;15957/191;12.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4124;15957/191;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4125;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;15957/191;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4181;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4182;15957/191;12.02.2019;;;30;D+Z;;;бн;;;;;;;;;
4183;15957/191;12.02.2019;;;40;D+Z;;;бн;;;;;;;;;
4184;15957/191;12.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4000;15957/191;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4001;16115;26.02.2019;;;20;D+Z;;;бн;;;;;;;;;
4002;15957/191;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4024;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4028;15957/191;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4027;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4088;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4004;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4079;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4057;15957/191;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4141;15957/191;12.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4058;15957/191;12.02.2019;;;15;D+Z;;;бн;;;;;;;;;
4062;15957/191;12.02.2019;;;25;D+Z;;;бн;;;;;;;;;
4009;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4011;15957/191;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4216;15957/191;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4842;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4181;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4183;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4184;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4000;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4001;16125;26.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4002;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4024;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4822;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4027;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4048;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4049;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4010;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4009;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4224;15957/192;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4018;15957/192;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4019;15957/192;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4841;15957/192;12.02.2019;;;10;D+Z;;;бн;;;;;;;;;
4216;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4830;15957/192;12.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1678;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1679;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1681;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1682;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1683;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1684;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
1685;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2806;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2553;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2554;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2555;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2556;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2557;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
2558;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4225;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4067;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4858;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4859;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4860;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4054;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4055;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4068;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
3099;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4020;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4021;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4831;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4823;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4824;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4842;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4069;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4127;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4180;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4181;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
5163;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4182;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4183;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4184;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4185;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4835;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4186;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4022;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4023;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4000;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4001;16192;28.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4002;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4024;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4822;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4833;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4834;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4048;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4049;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4079;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4108;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4008;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4152;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4153;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4137;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4138;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4050;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4218;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4219;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4070;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4156;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4057;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4141;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4032;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4033;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4034;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4111;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4112;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4113;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4220;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4051;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4081;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4223;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4157;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4158;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4143;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4144;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4053;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4082;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4060;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4118;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4825;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4010;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4861;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4074;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4062;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4009;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4119;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4042;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4043;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4044;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4045;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4121;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4122;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4083;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4123;16082/197;21.02.2019;;;5;D+Z;;;бн;;;;;;;;;
4830;16082/197;21.02.2019;;;10;D+Z;;;бн;;;;;;;;;
1753;16221;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
2433;16221;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4052;16222;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
2118;16223;01.03.2019;;;110;D+Z;;;бн;;;;;;;;;
1263;16223;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
1681;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1682;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1683;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2555;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
2556;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
1713;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4938;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4225;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4067;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4859;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4054;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4055;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
3099;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4021;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4046;16224;01.03.2019;;;25;D+Z;;;бн;;;;;;;;;
4145;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4056;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4124;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4125;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4832;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4126;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4823;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4824;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4069;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4127;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4182;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4183;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4184;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4023;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4000;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4001;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4002;16224;01.03.2019;;;25;D+Z;;;бн;;;;;;;;;
4024;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4822;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4833;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4834;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4813;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4027;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4087;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4089;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4130;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4093;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4847;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4848;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4850;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4855;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4820;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4078;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4048;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4049;16224;01.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4079;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4008;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4035;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4050;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4218;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4219;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4070;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4156;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4141;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4032;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4033;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4034;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4111;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4112;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4058;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4036;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4059;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4142;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4220;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4051;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4052;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4081;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4223;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4157;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4143;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4144;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4118;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4214;16224;01.03.2019;;;5;D+Z;;;бн;;;;;;;;;
4016;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4117;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4061;16224;01.03.2019;;;15;D+Z;;;бн;;;;;;;;;
4017;16224;01.03.2019;;;10;D+Z;;;бн;;;;;;;;;
4825;16224;01.03.2019;;;30;D+Z;;;бн;;;;;;;;;
4010;16224;01.03.2019;;;25;D+Z;;;бн;;;;;;;;;
4861;16224;01.03.2019;;;20;D+Z;;;бн;;;;;;;;;
4074;16224;01.03.2019;;;25;D+Z;;;бн;;;;;;;;;
